address,furnish_type,apartment_type,bedrooms,bathrooms,rent
"Lime Close, London, E1W",Furnished,Flat,1,1,"£1,850 pcm"
"Lime Close, London, E1W",Furnished,Flat,1,1,"£1,850 pcm"
"Metro Central Heights, 119 Newington Causeway, Elephant and Castle, London, SE1",Furnished,Flat,2,1,"£2,383 pcm"
"Metro Central Heights, 119 Newington Causeway, Elephant and Castle, London, SE1",Furnished,Flat,2,1,"£2,383 pcm"
"Nine Elms Lane, London, SW11",Unfurnished,Apartment,1,1,"£3,091 pcm"
"Nine Elms Lane, London, SW11",Unfurnished,Apartment,1,1,"£3,091 pcm"
"Eden Grove, London, N7",Furnished,Flat,2,1,"£2,800 pcm"
"Eden Grove, London, N7",Furnished,Flat,2,1,"£2,800 pcm"
"Holyoake Court, Bryan Road, London, SE16",Furnished,Apartment,2,1,"£1,800 pcm"
"Holyoake Court, Bryan Road, London, SE16",Furnished,Apartment,2,1,"£1,800 pcm"
"DUMONT, Albert Embankment, London, SE1",Unfurnished,Flat,2,,"£4,100 pcm"
"DUMONT, Albert Embankment, London, SE1",Unfurnished,Flat,2,,"£4,100 pcm"
"Langbrook Road, London, SE3",Furnished,Terraced,3,2,"£2,200 pcm"
"Langbrook Road, London, SE3",Furnished,Terraced,3,2,"£2,200 pcm"
"Radial Avenue, London, E14",Unfurnished,Flat,2,2,"£2,300 pcm"
"Radial Avenue, London, E14",Unfurnished,Flat,2,2,"£2,300 pcm"
Addison Gardens London W14,Furnished,Flat,1,1,"£2,300 pcm"
Addison Gardens London W14,Furnished,Flat,1,1,"£2,300 pcm"
"Ambleside, Albert Drive, Southfields","Furnished or unfurnished, landlord is flexible",Apartment,2,1,"£1,900 pcm"
"Ambleside, Albert Drive, Southfields","Furnished or unfurnished, landlord is flexible",Apartment,2,1,"£1,900 pcm"
"Nine Elms Lane, London, SW11",Furnished,Apartment,1,1,"£3,058 pcm"
"Nine Elms Lane, London, SW11",Furnished,Apartment,1,1,"£3,058 pcm"
"Author Kings Cross, York Way, London, N1","Furnished or unfurnished, landlord is flexible",Apartment,3,3,"£7,615 pcm"
"Author Kings Cross, York Way, London, N1","Furnished or unfurnished, landlord is flexible",Apartment,3,3,"£7,615 pcm"
"Arthur Road, Edmonton, London",Unfurnished,Flat,2,1,"£1,700 pcm"
"Arthur Road, Edmonton, London",Unfurnished,Flat,2,1,"£1,700 pcm"
"Province Square, London, E14",Furnished,Flat,2,2,"£2,500 pcm"
"Province Square, London, E14",Furnished,Flat,2,2,"£2,500 pcm"
"Vestry Court, 5 Monck Street, Westminster, London, SW1P",Furnished,Apartment,2,2,"£3,358 pcm"
"Vestry Court, 5 Monck Street, Westminster, London, SW1P",Furnished,Apartment,2,2,"£3,358 pcm"
"Landmark East Tower, Canary Wharf","Furnished or unfurnished, landlord is flexible",Flat,1,1,"£2,280 pcm"
"Landmark East Tower, Canary Wharf","Furnished or unfurnished, landlord is flexible",Flat,1,1,"£2,280 pcm"
"Lansdowne Road, Holland Park, W11",Unfurnished,Apartment,2,1,"£3,358 pcm"
"Lansdowne Road, Holland Park, W11",Unfurnished,Apartment,2,1,"£3,358 pcm"
"Smithy Street, London, Greater London. E1",Furnished,Flat Share,1,1,£800 pcm
"Smithy Street, London, Greater London. E1",Furnished,Flat Share,1,1,£800 pcm
"Mapesbury Road, Willesden Green NW2",Ask agent,Flat,2,1,"£1,777 pcm"
"Mapesbury Road, Willesden Green NW2",Ask agent,Flat,2,1,"£1,777 pcm"
"Rye Lane, London, SE15",Unfurnished,Flat,2,2,"£2,000 pcm"
"Rye Lane, London, SE15",Unfurnished,Flat,2,2,"£2,000 pcm"
"Narrow Street, London, E14",Furnished,Apartment,3,,"£4,800 pcm"
"Narrow Street, London, E14",Furnished,Apartment,3,,"£4,800 pcm"
"Mayton Street, London N7","Furnished or unfurnished, landlord is flexible",Flat,1,1,"£1,712 pcm"
"Mayton Street, London N7","Furnished or unfurnished, landlord is flexible",Flat,1,1,"£1,712 pcm"
"Sussex Gardens, W2",Furnished,Flat,2,1,"£4,350 pcm"
"Sussex Gardens, W2",Furnished,Flat,2,1,"£4,350 pcm"
" Makers Yard, E3",Furnished,Apartment,1,1,"£1,900 pcm"
" Makers Yard, E3",Furnished,Apartment,1,1,"£1,900 pcm"
"Wiverton Tower, New Drum Street, London, E1",Furnished,Apartment,2,1,"£3,500 pcm"
"Wiverton Tower, New Drum Street, London, E1",Furnished,Apartment,2,1,"£3,500 pcm"
"Sussex Gardens, W2",Furnished,Flat,2,1,"£4,350 pcm"
"Sussex Gardens, W2",Furnished,Flat,2,1,"£4,350 pcm"
" Makers Yard, E3",Furnished,Apartment,1,1,"£1,900 pcm"
" Makers Yard, E3",Furnished,Apartment,1,1,"£1,900 pcm"
"Nine Elms Lane, London, SW11",Unfurnished,Studio,,1,"£2,865 pcm"
"Nine Elms Lane, London, SW11",Unfurnished,Studio,,1,"£2,865 pcm"
"One Thames City, 6 Carnation Way, Nine Elms, London, SW8",Furnished,Apartment,2,2,"£5,200 pcm"
"One Thames City, 6 Carnation Way, Nine Elms, London, SW8",Furnished,Apartment,2,2,"£5,200 pcm"
"Kensington High Street, London, W14",Furnished,Flat,3,2,"£8,200 pcm"
"Kensington High Street, London, W14",Furnished,Flat,3,2,"£8,200 pcm"
"White City Living, London, W12",Furnished,Apartment,2,2,"£3,600 pcm"
"White City Living, London, W12",Furnished,Apartment,2,2,"£3,600 pcm"
"Fitzroy Street, Bloomsbury","Furnished or unfurnished, landlord is flexible",Apartment,1,1,"£2,253 pcm"
"Fitzroy Street, Bloomsbury","Furnished or unfurnished, landlord is flexible",Apartment,1,1,"£2,253 pcm"
"Eglinton Road, London",Part furnished,Maisonette,2,1,"£1,550 pcm"
"Eglinton Road, London",Part furnished,Maisonette,2,1,"£1,550 pcm"
"Venice Corte, 2 Elmira Street, Leiwsham, London, SE13 7FW",Furnished,Flat,1,,"£1,600 pcm"
"Venice Corte, 2 Elmira Street, Leiwsham, London, SE13 7FW",Furnished,Flat,1,,"£1,600 pcm"
"Stavordale Road, Highbury  N5",Ask agent,Flat,3,,"£2,817 pcm"
"Stavordale Road, Highbury  N5",Ask agent,Flat,3,,"£2,817 pcm"
"Lennox Gardens, 
Knightsbridge, SW1X",Furnished,Flat,1,1,"£4,312 pcm"
"Lennox Gardens, 
Knightsbridge, SW1X",Furnished,Flat,1,1,"£4,312 pcm"
"Radial Avenue, London, E14",Furnished,Flat,2,2,"£2,395 pcm"
"Radial Avenue, London, E14",Furnished,Flat,2,2,"£2,395 pcm"
"Park Lane, London, W1K",Furnished,Apartment,3,2,"£16,900 pcm"
"Park Lane, London, W1K",Furnished,Apartment,3,2,"£16,900 pcm"
"Distillery Tower, 1 Mill Lane, Deptford, London, SE8",Furnished,Apartment,1,1,"£1,725 pcm"
"Distillery Tower, 1 Mill Lane, Deptford, London, SE8",Furnished,Apartment,1,1,"£1,725 pcm"
"Westbourne Grove, London, W2",Furnished,Studio,,1,"£1,668 pcm"
"Westbourne Grove, London, W2",Furnished,Studio,,1,"£1,668 pcm"
"Mapesbury Road, Mapesbury, London, NW2",Unfurnished,Apartment,4,2,"£3,683 pcm"
"Mapesbury Road, Mapesbury, London, NW2",Unfurnished,Apartment,4,2,"£3,683 pcm"
"Lyttelton Road, Leyton E10","Furnished or unfurnished, landlord is flexible",End of Terrace,5,1,"£2,795 pcm"
"Lyttelton Road, Leyton E10","Furnished or unfurnished, landlord is flexible",End of Terrace,5,1,"£2,795 pcm"
"Grosvenor Street, Mayfair",Furnished,Flat,1,1,"£3,033 pcm"
"Grosvenor Street, Mayfair",Furnished,Flat,1,1,"£3,033 pcm"
"Parker Street, London WC2B",Unfurnished,Apartment,2,2,"£4,463 pcm"
"Parker Street, London WC2B",Unfurnished,Apartment,2,2,"£4,463 pcm"
Fetter Lane London EC4A,Furnished,Apartment,1,1,"£2,752 pcm"
Fetter Lane London EC4A,Furnished,Apartment,1,1,"£2,752 pcm"
"Parkhill Road, 
Belsize Park, NW3",Furnished,Maisonette,2,1,"£2,700 pcm"
"Parkhill Road, 
Belsize Park, NW3",Furnished,Maisonette,2,1,"£2,700 pcm"
"Cascade Way, London, W12",Furnished,Flat,2,,"£4,000 pcm"
"Cascade Way, London, W12",Furnished,Flat,2,,"£4,000 pcm"
"Morris Road, Canary Wharf",Furnished,Flat,2,1,"£3,250 pcm"
"Morris Road, Canary Wharf",Furnished,Flat,2,1,"£3,250 pcm"
"Idmiston Road, Stratford E15",Furnished,End of Terrace,4,1,"£2,595 pcm"
"Idmiston Road, Stratford E15",Furnished,End of Terrace,4,1,"£2,595 pcm"
"Fitzjohns Avenue, Hampstead","Furnished or unfurnished, landlord is flexible",Apartment,2,2,"£4,767 pcm"
"Fitzjohns Avenue, Hampstead","Furnished or unfurnished, landlord is flexible",Apartment,2,2,"£4,767 pcm"
"Dors Close, London, NW9",Furnished,Apartment,2,1,"£1,600 pcm"
"Dors Close, London, NW9",Furnished,Apartment,2,1,"£1,600 pcm"
"Bloom Grove, West Norwood",Ask agent,Maisonette,3,2,"£2,250 pcm"
"Bloom Grove, West Norwood",Ask agent,Maisonette,3,2,"£2,250 pcm"
"Gordon Road, London",Unfurnished,Apartment,2,1,"£1,750 pcm"
"Gordon Road, London",Unfurnished,Apartment,2,1,"£1,750 pcm"
"Balmoral Mews, W12",Unfurnished,Studio,,1,"£1,625 pcm"
"Balmoral Mews, W12",Unfurnished,Studio,,1,"£1,625 pcm"
"Bouchon Point, The Silk District, E1",Furnished,Flat,2,2,"£3,012 pcm"
"Bouchon Point, The Silk District, E1",Furnished,Flat,2,2,"£3,012 pcm"
"Greenfell Mansions, Greenwich",Part furnished,Flat,1,1,"£1,846 pcm"
"Greenfell Mansions, Greenwich",Part furnished,Flat,1,1,"£1,846 pcm"
"Strathmore Court, Park Road, St Johns Wood, NW8",Ask agent,Flat,4,4,"£8,667 pcm"
"Strathmore Court, Park Road, St Johns Wood, NW8",Ask agent,Flat,4,4,"£8,667 pcm"
"Montcalm House, Isle of Dogs, E14",Furnished,Apartment,2,1,"£1,800 pcm"
"Montcalm House, Isle of Dogs, E14",Furnished,Apartment,2,1,"£1,800 pcm"
"Putney Hill, Putney, SW15",Part furnished,Apartment,2,1,"£1,950 pcm"
"Putney Hill, Putney, SW15",Part furnished,Apartment,2,1,"£1,950 pcm"
"Pump House Crescent, Brentford",Furnished,Apartment,1,1,"£1,900 pcm"
"Pump House Crescent, Brentford",Furnished,Apartment,1,1,"£1,900 pcm"
"Robinson Road, Colliers Wood, London, SW17",Ask agent,House Share,1,1,"£1,100 pcm"
"Robinson Road, Colliers Wood, London, SW17",Ask agent,House Share,1,1,"£1,100 pcm"
Flat 10 16 - 18 Warwick Road,Ask agent,Ground Flat,,,"£1,525 pcm"
Flat 10 16 - 18 Warwick Road,Ask agent,Ground Flat,,,"£1,525 pcm"
"Campden Hill Gate, Duchess of Bedfords Walk, London, Kensington, London, W8",Unfurnished,Flat,4,3,"£14,517 pcm"
"Campden Hill Gate, Duchess of Bedfords Walk, London, Kensington, London, W8",Unfurnished,Flat,4,3,"£14,517 pcm"
"Merino Gardens, London Dock, Wapping, E1W",Furnished,Apartment,2,2,"£3,380 pcm"
"Merino Gardens, London Dock, Wapping, E1W",Furnished,Apartment,2,2,"£3,380 pcm"
Flat 14 Leigh Court 6 Avonmore Road,Ask agent,Flat,1,1,"£2,275 pcm"
Flat 14 Leigh Court 6 Avonmore Road,Ask agent,Flat,1,1,"£2,275 pcm"
"Damac Tower, 71 Bondway, Nine Elms, London, SW8",Furnished,Apartment,1,1,"£3,199 pcm"
"Damac Tower, 71 Bondway, Nine Elms, London, SW8",Furnished,Apartment,1,1,"£3,199 pcm"
"Moor Lane, Moorgate, EC2Y",Furnished,Apartment,1,1,"£3,250 pcm"
"Moor Lane, Moorgate, EC2Y",Furnished,Apartment,1,1,"£3,250 pcm"
"Craven Road, London W2",Furnished,Studio,,1,"£1,733 pcm"
"Craven Road, London W2",Furnished,Studio,,1,"£1,733 pcm"
"Candlemaker Apartments, SW11",Furnished,Flat,1,1,"£2,200 pcm"
"Candlemaker Apartments, SW11",Furnished,Flat,1,1,"£2,200 pcm"
"High Street, London, E15",Furnished,Apartment,1,1,"£1,925 pcm"
"High Street, London, E15",Furnished,Apartment,1,1,"£1,925 pcm"
"Turenne Close, SW18","Furnished or unfurnished, landlord is flexible",Maisonette,2,1,"£1,950 pcm"
"Turenne Close, SW18","Furnished or unfurnished, landlord is flexible",Maisonette,2,1,"£1,950 pcm"
"Riverstone Heights, 18 Reed Avenue, Bromley By Bow E3",Unfurnished,Apartment,2,1,"£2,644 pcm"
"Riverstone Heights, 18 Reed Avenue, Bromley By Bow E3",Unfurnished,Apartment,2,1,"£2,644 pcm"
Flat 24 Leigh Court 6 Avonmore Road,Ask agent,Studio,,1,"£1,875 pcm"
Flat 24 Leigh Court 6 Avonmore Road,Ask agent,Studio,,1,"£1,875 pcm"
"Brixton Hill, Brixton",Part furnished,Flat,2,1,"£1,850 pcm"
"Brixton Hill, Brixton",Part furnished,Flat,2,1,"£1,850 pcm"
"Inwen Court, Grinstead Road",Furnished,Apartment,,1,"£1,300 pcm"
"Inwen Court, Grinstead Road",Furnished,Apartment,,1,"£1,300 pcm"
"Brixton Hill, Brixton",Part furnished,Flat,2,1,"£1,850 pcm"
"Brixton Hill, Brixton",Part furnished,Flat,2,1,"£1,850 pcm"
"Strathmore Court, Park Road, St Johns Wood, NW8",Ask agent,Flat,5,4,"£8,667 pcm"
"Strathmore Court, Park Road, St Johns Wood, NW8",Ask agent,Flat,5,4,"£8,667 pcm"
Flat 18 Leigh Court 6 Avonmore Road,Ask agent,Ground Flat,,1,"£1,950 pcm"
Flat 18 Leigh Court 6 Avonmore Road,Ask agent,Ground Flat,,1,"£1,950 pcm"
"Fountain House, Mayfair, London","Furnished or unfurnished, landlord is flexible",Apartment,3,3,"£20,000 pcm"
"Fountain House, Mayfair, London","Furnished or unfurnished, landlord is flexible",Apartment,3,3,"£20,000 pcm"
"Kersfield Road, Putney, SW15",Furnished,Apartment,2,1,"£2,000 pcm"
"Kersfield Road, Putney, SW15",Furnished,Apartment,2,1,"£2,000 pcm"
"Patience Villas, Lewisham",Furnished,Terraced,3,2,"£3,000 pcm"
"Patience Villas, Lewisham",Furnished,Terraced,3,2,"£3,000 pcm"
"Riverstone Heights, 18 Reed Avenue, Bromley By Bow E3",Furnished,Apartment,2,1,"£2,547 pcm"
"Riverstone Heights, 18 Reed Avenue, Bromley By Bow E3",Furnished,Apartment,2,1,"£2,547 pcm"
"Hotspur Street, London",Furnished,Apartment,1,1,"£1,850 pcm"
"Hotspur Street, London",Furnished,Apartment,1,1,"£1,850 pcm"
Hans Place London SW1X,Unfurnished,Flat,,1,"£2,383 pcm"
Hans Place London SW1X,Unfurnished,Flat,,1,"£2,383 pcm"
"Parkhurst Road, Holloway, N7",Unfurnished,Flat,1,1,"£1,995 pcm"
"Parkhurst Road, Holloway, N7",Unfurnished,Flat,1,1,"£1,995 pcm"
"Harlequin Court, Covent Garden WC2",Furnished,Apartment,2,2,"£3,878 pcm"
"Harlequin Court, Covent Garden WC2",Furnished,Apartment,2,2,"£3,878 pcm"
"Riverstone Heights, 18 Reed Avenue, Bromley By Bow E3",Unfurnished,Apartment,1,1,"£2,095 pcm"
"Riverstone Heights, 18 Reed Avenue, Bromley By Bow E3",Unfurnished,Apartment,1,1,"£2,095 pcm"
Brockley Rise London SE23,Unfurnished,Apartment,2,1,"£2,150 pcm"
Brockley Rise London SE23,Unfurnished,Apartment,2,1,"£2,150 pcm"
"5 East Street, London, SE17 2EA","Furnished or unfurnished, landlord is flexible",Apartment,1,1,"£1,850 pcm"
"5 East Street, London, SE17 2EA","Furnished or unfurnished, landlord is flexible",Apartment,1,1,"£1,850 pcm"
"Oakwood Court, W14",Unfurnished,Apartment,4,3,"£7,500 pcm"
"Oakwood Court, W14",Unfurnished,Apartment,4,3,"£7,500 pcm"
"Neroli House, Piazza Walk, Aldgate, London, E1",Furnished,Flat,,1,"£2,578 pcm"
"Neroli House, Piazza Walk, Aldgate, London, E1",Furnished,Flat,,1,"£2,578 pcm"
"Larch Close, LONDON",Unfurnished,Apartment,2,1,"£1,700 pcm"
"Larch Close, LONDON",Unfurnished,Apartment,2,1,"£1,700 pcm"
"Camley Street, London, N1C",Furnished,Apartment,1,1,"£3,725 pcm"
"Camley Street, London, N1C",Furnished,Apartment,1,1,"£3,725 pcm"
"Quarter House, Battersea Reach",Unfurnished,Apartment,2,2,"£2,800 pcm"
"Quarter House, Battersea Reach",Unfurnished,Apartment,2,2,"£2,800 pcm"
"Riverstone Heights, Reed Avenue, Bromley By Bow E3",Furnished,Apartment,1,1,"£1,984 pcm"
"Riverstone Heights, Reed Avenue, Bromley By Bow E3",Furnished,Apartment,1,1,"£1,984 pcm"
"Meadows House, Chelsea Creek, London, SW6",Ask agent,Flat,3,3,"£8,200 pcm"
"Meadows House, Chelsea Creek, London, SW6",Ask agent,Flat,3,3,"£8,200 pcm"
"Roland Gardens, 
South Kensington, SW7",Furnished,Flat,1,1,"£3,467 pcm"
"Roland Gardens, 
South Kensington, SW7",Furnished,Flat,1,1,"£3,467 pcm"
"Roland Gardens, 
South Kensington, SW7",Furnished,Flat,1,1,"£2,383 pcm"
"Roland Gardens, 
South Kensington, SW7",Furnished,Flat,1,1,"£2,383 pcm"
"Queen Alexandra Mansions, 
Judd Street, WC1H",Furnished,Flat,1,1,"£2,050 pcm"
"Queen Alexandra Mansions, 
Judd Street, WC1H",Furnished,Flat,1,1,"£2,050 pcm"
"Taper Building, Long Lane, SE1",Furnished,Apartment,3,2,"£4,203 pcm"
"Taper Building, Long Lane, SE1",Furnished,Apartment,3,2,"£4,203 pcm"
"Author King's Cross, York Way, London, N1","Furnished or unfurnished, landlord is flexible",Apartment,2,2,"£4,375 pcm"
"Author King's Cross, York Way, London, N1","Furnished or unfurnished, landlord is flexible",Apartment,2,2,"£4,375 pcm"
"Camley Street, London, N1C",Furnished,Apartment,2,2,"£4,505 pcm"
"Camley Street, London, N1C",Furnished,Apartment,2,2,"£4,505 pcm"
"Camley Street, London, N1C",Furnished,Apartment,1,1,"£3,775 pcm"
"Camley Street, London, N1C",Furnished,Apartment,1,1,"£3,775 pcm"
"Riverstone Heights, 18 Reed Avenue, Bromley By Bow E3",Unfurnished,Apartment,2,1,"£2,570 pcm"
"Riverstone Heights, 18 Reed Avenue, Bromley By Bow E3",Unfurnished,Apartment,2,1,"£2,570 pcm"
"Camley Street, London, N1C",Furnished,Apartment,2,2,"£4,633 pcm"
"Camley Street, London, N1C",Furnished,Apartment,2,2,"£4,633 pcm"
"Riverstone Heights, 18 Reed Avenue, Bromley By Bow E3",Furnished,Apartment,2,1,"£2,478 pcm"
"Riverstone Heights, 18 Reed Avenue, Bromley By Bow E3",Furnished,Apartment,2,1,"£2,478 pcm"
"Auckland Road, Crystal palace",Part furnished,Flat,2,2,"£1,750 pcm"
"Auckland Road, Crystal palace",Part furnished,Flat,2,2,"£1,750 pcm"
"Central Avenue, SW6",Furnished,Flat,2,2,"£4,500 pcm"
"Central Avenue, SW6",Furnished,Flat,2,2,"£4,500 pcm"
"Avonmore Road, West Kensington, W14",Furnished,Flat,1,1,"£1,800 pcm"
"Avonmore Road, West Kensington, W14",Furnished,Flat,1,1,"£1,800 pcm"
"Riverstone Heights, 18 Reed Avenue, Bromley By Bow E3","Furnished or unfurnished, landlord is flexible",Apartment,1,1,"£2,035 pcm"
"Riverstone Heights, 18 Reed Avenue, Bromley By Bow E3","Furnished or unfurnished, landlord is flexible",Apartment,1,1,"£2,035 pcm"
"Notting Hill, London",Part furnished,Flat,2,1,"£2,816 pcm"
"Notting Hill, London",Part furnished,Flat,2,1,"£2,816 pcm"
"Burdett Road, Limehouse, London, E14",Part furnished,Flat,2,1,"£1,850 pcm"
"Burdett Road, Limehouse, London, E14",Part furnished,Flat,2,1,"£1,850 pcm"
"Perrins Walk, Hampstead Village, NW3",Ask agent,Mews,3,3,"£9,750 pcm"
"Perrins Walk, Hampstead Village, NW3",Ask agent,Mews,3,3,"£9,750 pcm"
"Hall Street, Clerkenwell - Angel EC1V",Ask agent,Flat,3,,"£2,999 pcm"
"Hall Street, Clerkenwell - Angel EC1V",Ask agent,Flat,3,,"£2,999 pcm"
"Finchley Road, Golders green, NW11","Furnished or unfurnished, landlord is flexible",Flat,4,3,"£3,500 pcm"
"Finchley Road, Golders green, NW11","Furnished or unfurnished, landlord is flexible",Flat,4,3,"£3,500 pcm"
"Landmark Pinnacle, Canary Wharf, London, E14",Furnished,Apartment,2,2,"£4,020 pcm"
"Landmark Pinnacle, Canary Wharf, London, E14",Furnished,Apartment,2,2,"£4,020 pcm"
"Henry Darlot Drive, Mill Hill, NW7",Unfurnished,Apartment,1,1,"£1,700 pcm"
"Henry Darlot Drive, Mill Hill, NW7",Unfurnished,Apartment,1,1,"£1,700 pcm"
"Hermitage Walk, South Woodford, E18",Ask agent,Flat,3,1,"£1,800 pcm"
"Hermitage Walk, South Woodford, E18",Ask agent,Flat,3,1,"£1,800 pcm"
Dennington Park Road,Unfurnished,Ground Flat,1,1,"£1,725 pcm"
Dennington Park Road,Unfurnished,Ground Flat,1,1,"£1,725 pcm"
"Park Road, St John's Wood, London, NW8","Furnished or unfurnished, landlord is flexible",Flat,2,2,"£4,333 pcm"
"Park Road, St John's Wood, London, NW8","Furnished or unfurnished, landlord is flexible",Flat,2,2,"£4,333 pcm"
"Stile Hall Mansions, 
148 Wellesley Road, W4",Furnished,Flat,2,1,"£1,800 pcm"
"Stile Hall Mansions, 
148 Wellesley Road, W4",Furnished,Flat,2,1,"£1,800 pcm"
"Notting Hill Gate, Notting Hill, W11",Furnished,Flat,1,1,"£2,300 pcm"
"Notting Hill Gate, Notting Hill, W11",Furnished,Flat,1,1,"£2,300 pcm"
"North End Road, Golders Green, NW11",Furnished,Ground Flat,3,2,"£2,800 pcm"
"North End Road, Golders Green, NW11",Furnished,Ground Flat,3,2,"£2,800 pcm"
Ladbroke Grove Ladbroke Grove W10,Part furnished,Flat,2,1,"£2,300 pcm"
Ladbroke Grove Ladbroke Grove W10,Part furnished,Flat,2,1,"£2,300 pcm"
"Kings Road Park, Fulham, SW6",Unfurnished,Flat,2,2,"£3,700 pcm"
"Kings Road Park, Fulham, SW6",Unfurnished,Flat,2,2,"£3,700 pcm"
"North End Road, Golders Green, NW11",Furnished,Ground Flat,3,2,"£2,800 pcm"
"North End Road, Golders Green, NW11",Furnished,Ground Flat,3,2,"£2,800 pcm"
Ladbroke Grove Ladbroke Grove W10,Part furnished,Flat,2,1,"£2,300 pcm"
Ladbroke Grove Ladbroke Grove W10,Part furnished,Flat,2,1,"£2,300 pcm"
"Worcester Close, London",Unfurnished,Flat,1,1,"£1,450 pcm"
"Worcester Close, London",Unfurnished,Flat,1,1,"£1,450 pcm"
"Serapis House, Goodluck Hope, London, E14",Furnished,Apartment,1,1,"£1,993 pcm"
"Serapis House, Goodluck Hope, London, E14",Furnished,Apartment,1,1,"£1,993 pcm"
"Argyle Court, Seven Sisters Road, N7",Part furnished,Studio,,1,"£1,000 pcm"
"Argyle Court, Seven Sisters Road, N7",Part furnished,Studio,,1,"£1,000 pcm"
"Tewkesbury Gardens, London, NW9",Unfurnished,Semi-Detached,3,1,"£2,450 pcm"
"Tewkesbury Gardens, London, NW9",Unfurnished,Semi-Detached,3,1,"£2,450 pcm"
"Riverstone Heights, 18 Reed Avenue, Bromley By Bow E3",Furnished,Apartment,1,1,"£1,975 pcm"
"Riverstone Heights, 18 Reed Avenue, Bromley By Bow E3",Furnished,Apartment,1,1,"£1,975 pcm"
"The Lark, Nine Elms, SW11",Furnished,Flat,2,2,"£3,302 pcm"
"The Lark, Nine Elms, SW11",Furnished,Flat,2,2,"£3,302 pcm"
"Green Street, Mayfair, London, W1K","Furnished or unfurnished, landlord is flexible",Flat,2,3,"£17,333 pcm"
"Green Street, Mayfair, London, W1K","Furnished or unfurnished, landlord is flexible",Flat,2,3,"£17,333 pcm"
"Anerley Park, Anerley, London, SE20",Unfurnished,Apartment,1,1,"£1,650 pcm"
"Anerley Park, Anerley, London, SE20",Unfurnished,Apartment,1,1,"£1,650 pcm"
"Sidney Road, St Margarets Village",Ask agent,Maisonette,2,1,"£2,350 pcm"
"Sidney Road, St Margarets Village",Ask agent,Maisonette,2,1,"£2,350 pcm"
"Connaught Mews, Hampstead, NW3","Furnished or unfurnished, landlord is flexible",House,1,1,"£3,650 pcm"
"Connaught Mews, Hampstead, NW3","Furnished or unfurnished, landlord is flexible",House,1,1,"£3,650 pcm"
"Parkhill Road, London, NW3","Furnished or unfurnished, landlord is flexible",Flat,2,1,"£2,708 pcm"
"Parkhill Road, London, NW3","Furnished or unfurnished, landlord is flexible",Flat,2,1,"£2,708 pcm"
"Corson House, London City Island, E14",Furnished,Apartment,1,1,"£2,167 pcm"
"Corson House, London City Island, E14",Furnished,Apartment,1,1,"£2,167 pcm"
"John Harrison Way, London, SE10","Furnished or unfurnished, landlord is flexible",Apartment,2,1,"£1,900 pcm"
"John Harrison Way, London, SE10","Furnished or unfurnished, landlord is flexible",Apartment,2,1,"£1,900 pcm"
"Ashley House, 3 Monck Street, SW1P",Furnished,,3,2,"£5,500 pcm"
"Ashley House, 3 Monck Street, SW1P",Furnished,,3,2,"£5,500 pcm"
Mildmay Park London N1,Furnished,Flat,2,1,"£2,500 pcm"
Mildmay Park London N1,Furnished,Flat,2,1,"£2,500 pcm"
"Holden Road, Woodside Park, London",Ask agent,Apartment,2,1,"£1,800 pcm"
"Holden Road, Woodside Park, London",Ask agent,Apartment,2,1,"£1,800 pcm"
"Chanctonbury Way, Woodside Park",Unfurnished,House,3,1,"£2,600 pcm"
"Chanctonbury Way, Woodside Park",Unfurnished,House,3,1,"£2,600 pcm"
"Strathmore Court, Park Road, St Johns Wood, NW8",Ask agent,Flat,3,1,"£3,683 pcm"
"Strathmore Court, Park Road, St Johns Wood, NW8",Ask agent,Flat,3,1,"£3,683 pcm"
"Nelson Road, Greenwich, London, SE10",Unfurnished,Terraced,5,3,"£3,500 pcm"
"Nelson Road, Greenwich, London, SE10",Unfurnished,Terraced,5,3,"£3,500 pcm"
"Ullswater Crescent, London, SW15",Part furnished,Semi-Detached,4,2,"£6,500 pcm"
"Ullswater Crescent, London, SW15",Part furnished,Semi-Detached,4,2,"£6,500 pcm"
"Lockgate Road, London, SW6",Furnished,Flat,2,2,"£3,597 pcm"
"Lockgate Road, London, SW6",Furnished,Flat,2,2,"£3,597 pcm"
"Vellum Court, 2 Hillyfield, Walthamstow",Unfurnished,Flat,2,2,"£1,850 pcm"
"Vellum Court, 2 Hillyfield, Walthamstow",Unfurnished,Flat,2,2,"£1,850 pcm"
"Oppidan Apartments, NW6",Unfurnished,Apartment,3,2,"£2,900 pcm"
"Oppidan Apartments, NW6",Unfurnished,Apartment,3,2,"£2,900 pcm"
"Vellum Court, 2 Hillyfield, Walthamstow",Unfurnished,Flat,2,2,"£1,850 pcm"
"Vellum Court, 2 Hillyfield, Walthamstow",Unfurnished,Flat,2,2,"£1,850 pcm"
"Hampton Tower, 75 Marsh Wall, London",Furnished,Apartment,1,1,"£2,947 pcm"
"Hampton Tower, 75 Marsh Wall, London",Furnished,Apartment,1,1,"£2,947 pcm"
"St Johns Avenue, Harlesden, London, NW10",Ask agent,Ground Flat,2,1,"£1,725 pcm"
"St Johns Avenue, Harlesden, London, NW10",Ask agent,Ground Flat,2,1,"£1,725 pcm"
"Darlan Road, 
Parsons Green, SW6",Part furnished,Flat,2,1,"£2,250 pcm"
"Darlan Road, 
Parsons Green, SW6",Part furnished,Flat,2,1,"£2,250 pcm"
